Badlands	Bruce Springsteen	Darkness On the Edge of Town
I Was Made For Lovin' You	KISS	Dynasty
Blue (Da Ba Dee)	Eiffel 65	Europop
Anything Could Happen	Ellie Goulding	Halcyon Days
Like a Rolling Stone	Bob Dylan	Highway 61 Revisited
Ballad of a Thin Man	Bob Dylan	Highway 61 Revisited
I Don't Feel Like Dancin' - Radio Edit	Scissor Sisters	I Don't Feel Like Dancin'
The Lovecats	The Cure	Japanese Whispers
La Camisa Negra	Juanes	Mi Sangre
What I've Done	Linkin Park	Minutes to Midnight
Giotto Beat	Caparezza	Museica
Notorious	Duran Duran	Notorious
We Are Detective	Thompson Twins	Platinum & Gold Collection
Pressure Off (feat. Janelle Monáe and Nile Rodgers)	Duran Duran, Janelle Monáe, Nile Rodgers	Pressure Off (feat. Janelle Monáe and Nile Rodgers)
Brass in Pocket - 2006 Remaster	Pretenders	Pretenders [Expanded & Remastered]
Lieutenant Kijé, Op. 60: II. Romance	Sergei Prokofiev, Royal Scottish National Orchestra, Neeme Järvi	Prokofiev: Lieutenant Kije Suite / Andante / Osenneye / the Tale of the Stone Flower (Excerpts)
Il mondo non finisce mai	Brusco, Roy Paci	Quattroemezzo
Papaoutai	Stromae	racine carrée
tous les mêmes	Stromae	racine carrée
Formidable	Stromae	racine carrée
Instant Crush	Daft Punk, Julian Casablancas	Random Access Memories
Get Lucky	Daft Punk, Pharrell Williams, Nile Rodgers	Random Access Memories
Hungry Heart	Bruce Springsteen	The River
If There Is Something	Roxy Music	Roxy Music (Remastered)
Personal Jesus - Single Version	Depeche Mode	The Singles 86-98
Hungry Like the Wolf	Duran Duran	Singles Box '81 - '85
Stardust	MIKA, Chiara	Songbook Vol. 1
Just Can't Get Enough	Depeche Mode	Speak And Spell (Deluxe)
Changing of the Guards	Bob Dylan	Street-Legal
Baby, Stop Crying	Bob Dylan	Street-Legal
Fire In Cairo	The Cure	Three Imaginary Boys
Pinball Wizard	The Who	Tommy (Remastered 2013 Super Deluxe Edition)
Temptation	New Order	TOTAL
You Make Me Feel (Mighty Real)	Jimmy Somerville	The Very Best Of Jimmy Somerville, Bronski Beat & The Communards
Baba O'Riley	The Who	Who's Next (Deluxe Edition)
Tu non mi basti mai	Lucio Dalla	Canzoni
Disperato erotico stomp	Lucio Dalla	Come E' Profondo Il Mare
The End	The Doors	The Doors
Shine On You Crazy Diamond, Pts. 6-9 - 2011 Remastered Version	Pink Floyd	Wish You Were Here [Remastered] (Remastered Version)
She Blinded Me With Science - Extended Version	Thomas Dolby	12x12 Original Remixes
Waiting Room	Fugazi	13 Songs
Attica Blues	Archie Shepp	Attica Blues
Burning Down the House	Talking Heads	Burning Down the House / I Get Wild / Wild Gravity (45 Version)
List Of People (To Try And Forget About)	Tame Impala	Currents B-Sides & Remixes
Space Oddity - 2015 Remaster	David Bowie	David Bowie (aka Space Oddity) [2015 Remaster]
Delicious	Daniel Powter	Delicious
Rebel Rebel - 2016 Remaster	David Bowie	Diamond Dogs (2016 Remastered Version)
Down To Earth	Flight Facilities	Down To Earth
Alone Again Or - 2015 Remastered Version	Love	Forever Changes (2015 Remastered Version)
A Mi Manera (Comme D'Habitude)	Gipsy Kings	Gipsy Kings
Feel Alright	Poolside	Heat
Young Lady, You're Scaring Me	Ron Gallo	Heavy Meta
Heroes - 2017 Remaster	David Bowie	"Heroes" (2017 Remastered Version)
Gronlandic Edit	of Montreal	Hissing Fauna, Are You The Destroyer?
Life on Mars? - 2015 Remaster	David Bowie	Hunky Dory (2015 Remastered Version)
I Love You But I'm Lost	Tears For Fears	I Love You But I'm Lost
I Wish You Lonely	Morrissey	I Wish You Lonely
I'm So Tired	Fugazi	Instrument Soundtrack
Back on the Chain Gang - 2007 Remaster	Pretenders	Learning To Crawl [Expanded and Remastered]
Leila - Poolside Remix	Miami Horror, Poolside	Leila (Poolside Remix)
China Girl - 1999 Remaster	David Bowie	Let's Dance (1999 Remaster)
Let's Dance - 1999 Remaster	David Bowie	Let's Dance (1999 Remaster)
Cat People (Putting out Fire) - 1999 Remaster	David Bowie	Let's Dance (1999 Remaster)
What's That Perfume That You Wear?	Jens Lekman	Life Will See You Now
Hand It Over	MGMT	Little Dark Age
Look Back in Anger - 2017 Remaster	David Bowie	Lodger (2017 Remastered Version)
Sound and Vision - 2017 Remaster	David Bowie	Low (2017 Remastered Version)
Now, Now	St. Vincent	Marry Me
Your Lips Are Red	St. Vincent	Marry Me
Paris Is Burning	St. Vincent	Marry Me
All My Stars Aligned	St. Vincent	Marry Me
Live Is Life	Opus	Millennium Edition
Indian Summer	The Doors	Morrison Hotel
Où va le monde	La Femme	Mystère
Water Fountain	Tune-Yards	nikki nack
No Roots	Alice Merton	No Roots
Overnight	Parcels	Overnight
Losing All Sense	Grizzly Bear	Painted Ruins
Friday on My Mind - 2015 Remaster	David Bowie	PinUps (2015 Remastered Version)
Look Back in Anger - 1998 Remaster	David Bowie	Platinum Collection
Born Under Punches (The Heat Goes On) - 2005 Remaster	Talking Heads	Remain in Light (Deluxe Version)
Starman - 2012 Remaster	David Bowie	The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version)
Ziggy Stardust - 2012 Remaster	David Bowie	The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version)
Schubert: Fantasia in F Minor for Piano 4 hands, Op. 103, D. 940: I. Allegro molto moderato	Franz Schubert, Anne Queffélec, Imogen Cooper	Schubert : Works for piano four hands (APEX)
The Combine	John Maus	Screen Memories
Our Love (U Can Get)	!!!	Shake The Shudder
American Boy	Estelle, Kanye West	Shine
Le Quattro Stagioni: Violin Concerto No. 2 in G Minor, Op. 8, RV 315, "L'estate": III. Presto	Antonio Vivaldi, Dmitry Sinkovsky, La Voce Strumentale	Sinkovsky Plays & Sings Vivaldi
South of the River	Tom Misch	South of the River
Hey Ya!	OutKast	Speakerboxxx/The Love Below
Severed Crossed Fingers	St. Vincent	St. Vincent (Deluxe Edition)
Pieta	St. Vincent	St. Vincent (Deluxe Edition)
Golden Years - 2016 Remaster	David Bowie	Station To Station (2016 Remastered Version)
Itaca	Lucio Dalla	Storie Di Casa Mia
Also sprach Zarathustra, Op.30, TrV 176: Prelude (Sonnenaufgang)	Richard Strauss, Berliner Philharmoniker, Herbert von Karajan	Strauss, R.: Also sprach Zarathustra; Till Eulenspiegel; Don Juan; Salome's Dance Of The Seven Veils
Duo Concertant: 4. Gigue	Igor Stravinsky, Leonidas Kavakos, Peter Nagy	Stravinsky / Bach
Wraith Pinned to the Mist and Other Games	of Montreal	The Sunlandic Twins
Teenage Talk	St. Vincent	Teenage Talk
This Is the Sea - 2004 Remaster	The Waterboys	This Is the Sea (Deluxe Version)
God Only Knows - 1999 Remaster	David Bowie	Tonight (1999 Remaster)
Shuggie	Foxygen	We Are the 21st Century Ambassadors of Peace & Magic
Across the Universe - 2016 Remaster	David Bowie	Young Americans (2016 Remastered Version)
No More Mr. Nice Guy	Alice Cooper	Billion Dollar Babies (Deluxe Reissue)
My Back Pages - Live at Madison Square Garden, New York, NY - October 1992	Bob Dylan, Roger McGuinn, Tom Petty, Neil Young, Eric Clapton, George Harrison	Bob Dylan - 30th Anniversary Concert Celebration [(Deluxe Edition) [Remastered]]
Rêverie	Claude Debussy, Alain Planes	Debussy: Estampes, Pour le piano, Piano Works
I Scare Myself	Thomas Dolby	The Flat Earth
Gloria: In Excelsis Deo	Patti Smith	Horses (Legacy Edition)
i	Kendrick Lamar	i
True Sorry	Ibrahim Maalouf	Illusions
Just A Stranger (feat. Steve Lacy)	Kali Uchis, Steve Lacy	Isolation
I Never Learnt To Share	James Blake	James Blake
Juicy Socks	Cherry Glazerr	Juicy Socks
Ladies and Gentlemen We Are Floating in Space	Spiritualized	Ladies & Gentlemen We Are Floating In Space
Stay up Late - 2005 Remaster	Talking Heads	Little Creatures
Lover's Rock - Remastered	The Clash	London Calling (Remastered)
The Weight - Remastered	The Band	Music From Big Pink (Expanded Edition)
On ne change pas	Céline Dion	On ne change pas
Retrograde	James Blake	Overgrown
Peaches	The Presidents Of The United States Of America	The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition
Te Deum	Arvo Pärt, Bavarian Radio Chorus, Max Hanft, Munich Radio Orchestra, Peter Dijkstra	Pärt: Te Deum (Live)
Apply	Glasser	Ring
Five Years - 2012 Remaster	David Bowie	The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version)
It's No Game (Pt. 1) - 2017 Remaster	David Bowie	Scary Monsters (And Super Creeps) [2017 Remastered Version]
Duchess	Scott Walker	Scott 4
Let The Happiness In - Remastered 2003	David Sylvian	Secrets Of The Beehive
Blue Monday - 2016 Remaster	New Order	Singles (Remastered)
Dance For You	Dirty Projectors	Swing Lo Magellan
Everywhere - 2017 Remaster	Fleetwood Mac	Tango In the Night (Deluxe Edition)
Losing You	Solange	True
Mi sono rotto il cazzo	Lo Stato Sociale	Turisti della democrazia
Disorder - 2007 Remaster	Joy Division	Unknown Pleasures
You Rascal You	Hanni El Khatib	Will the Guns Come Out
There She Goes, My Beautiful World	Nick Cave & The Bad Seeds	Abattoir Blues / The Lyre of Orpheus
Blu notte	Paolo Conte	Aguaplano
Midnight's Knock Out	Paolo Conte	Aguaplano
All the Young Dudes	Mott The Hoople	All The Young Dudes (Expanded Edition)
Gioco d'azzardo	Paolo Conte	Appunti Di Viaggio
Symphony No.5 In C Minor, Op.67: IV. Allegro-Presto	Ludwig van Beethoven, Herbert von Karajan, Berliner Philharmoniker	Beethoven: Symphonies Nos. 5 & 7 - Herbert von Karajan, Berliner Philharmoniker
I'm Free Now	Morphine	Cure For Pain
Time - 2011 Remastered Version	Pink Floyd	The Dark Side Of The Moon [Remastered] (Remastered Version)
Making Plans For Nigel	XTC	Drums And Wires
Emotional Rescue - 2009 Re-Mastered Digital Version	The Rolling Stones	Emotional Rescue (2009 Re-Mastered)
You Look Like Rain	Morphine	Good
Black Dog - Remaster	Led Zeppelin	Led Zeppelin IV (Deluxe Edition)
Road to Nowhere - 2005 Remaster	Talking Heads	Little Creatures
Octopus	Syd Barrett	The Madcap Laughs
Masseduction	St. Vincent	MASSEDUCTION
Happy Birthday, Johnny	St. Vincent	MASSEDUCTION
Fear The Future	St. Vincent	MASSEDUCTION
Young Lover	St. Vincent	MASSEDUCTION
In Bloom - Nevermind Version	Nirvana	Nevermind (Deluxe Edition)
Breed	Nirvana	Nevermind (Remastered)
Lithium	Nirvana	Nevermind (Remastered)
Territorial Pissings	Nirvana	Nevermind (Remastered)
Stay Away	Nirvana	Nevermind (Remastered)
On A Plain	Nirvana	Nevermind (Remastered)
Opel	Syd Barrett	Opel
Old Town	Phil Lynott	The Philip Lynott Album
Purple Rain	Prince	Purple Rain
Once in a Lifetime - 2005 Remaster	Talking Heads	Remain in Light (Deluxe Version)
Dear God - Remastered 2001	XTC	Skylarking
Someone Great	LCD Soundsystem	Sound Of Silver
Rattlesnake	St. Vincent	St. Vincent
Digital Witness	St. Vincent	St. Vincent
I Prefer Your Love	St. Vincent	St. Vincent
Prince Johnny	St. Vincent	St. Vincent (Deluxe Edition)
Regret	St. Vincent	St. Vincent (Deluxe Edition)
Brown Sugar	The Rolling Stones	Sticky Fingers (Remastered)
I Wanna Be Your Dog	The Stooges	The Stooges
Start Me Up - 2009 Re-Mastered Digital Version	The Rolling Stones	Tattoo You (2009 Re-Mastered)
Swingin Party - 2008 Remaster	The Replacements	Tim [Expanded Edition]
Yaylalar	Selda Bağcan	Türkülerimiz 2 - Mehmet Emmi
Moon Is Up - Remastered	The Rolling Stones	Voodoo Lounge (Remastered 2009)
Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remastered Version	Pink Floyd	Wish You Were Here [Remastered] (Remastered Version)
Hurt	Johnny Cash	American IV: The Man Comes Around
My Back Pages	Bob Dylan	Another Side Of Bob Dylan
Manic Depression	Jimi Hendrix	Are You Experienced
Concerto for Piano and Orchestra No. 5 in F Minor, BWV 1056: III. Presto - Remastered	Johann Sebastian Bach, Glenn Gould, Vladimir Golschmann, Columbia Symphony Orchestra	Beethoven: Piano Concerto No. 1 in C Major, Op. 15 - Bach: Keyboard Concerto No. 5 in F Minor, BWV 1056 (Gould Remastered)
Clarinet Concerto in B-Flat Major: Andante sostenuto	Gaetano Donizetti, Camerata De Budapest, Laszlo Kovacs	Donizetti: Instrumental Concertos
L'elisir d'amore: Overture (Preludio)	Gaetano Donizetti, Metropolitan Opera Orchestra, James Levine	Donizetti:L'elisir d'amore - Highlights
Workinonit	J Dilla	Donuts
Mr. Tillman	Father John Misty	God's Favorite Customer
Rewind	Kelela	Hallucinogen
Running Up That Hill (A Deal With God)	Kate Bush	Hounds Of Love
Le Coppie	I Cani	Il Sorprendente Album D'Esordio De I Cani
Jokerman	Bob Dylan	Infidels
Life Is So Good	John Denver	John Denver
Lazaretto	Jack White	Lazaretto
Train in Vain - Remastered	The Clash	London Calling (Remastered)
Duke	Cate le Bon	Mug Museum
Police On My Back - Remastered	The Clash	Sandinista! (Remastered)
You Never Can Tell	Chuck Berry	St. Louis to Liverpool
Let Forever Be	The Chemical Brothers	Surrender
Frontline	Kelela	Take Me Apart
LMK	Kelela	Take Me Apart
Criminal	Fiona Apple	Tidal
Two Weeks	Grizzly Bear	Veckatimest
On The Bound	Fiona Apple	When The Pawn...
Paper Bag	Fiona Apple	When The Pawn...
Eleanor Put Your Boots On	Franz Ferdinand	You Could Have It So Much Better
I'll Never Fall in Love Again	Burt Bacharach, Elvis Costello	Austin Powers: The Spy Who Shagged Me Sndtrk
Concerto for Piano and Orchestra No. 5 in F Minor, BWV 1056: II. Largo - Remastered	Johann Sebastian Bach, Glenn Gould, Vladimir Golschmann, Columbia Symphony Orchestra	Beethoven: Piano Concerto No. 1 in C Major, Op. 15 - Bach: Keyboard Concerto No. 5 in F Minor, BWV 1056 (Gould Remastered)
Walk on By	The Stranglers	Black And White
Carolyn's Fingers	Cocteau Twins	Blue Bell Knoll
Observatory Crest	Captain Beefheart & His Magic Band	Blue Jeans And Moonbeams
New York Herald Tribune	Martial Solal	A bout de souffle (Breathless) [Original Soundtrack] [1959]
Brimful of Asha (Norman Cook Remix) (Single Version)	Cornershop	Brimful of Asha
I Hope That I Don't Fall In Love With You	Tom Waits	Closing Time (Remastered)
Johnny and Mary	Placebo	Covers
Cure for Pain	Morphine	Cure For Pain
Digital Witness - Darkside Remix	St. Vincent	Digital Witness (DARKSIDE Remix)
Fast Slow Disco	St. Vincent	Fast Slow Disco
Atomic	Sleeper, Rapino Brothers	Inbetweener - The Best of Sleeper
Mrs. Robinson - Remastered	The Lemonheads	It's A Shame About Ray (Expanded Edition)
Yamasuki	Yamasuki Singers	Le Monde Fabuleux Des Yamasuki
All the Young Dudes	David Bowie	Legacy (The Very Best of David Bowie)
Dig A Pony - Remastered 2009	The Beatles	Let It Be (Remastered)
Tell Me, Momma - Live at Free Trade Hall, Manchester, UK - May 17, 1966	Bob Dylan	Live 1966 "The Royal Albert Hall Concert" The Bootleg Series Vol. 4
Baby, Let Me Follow You Down - Live at Free Trade Hall, Manchester, UK - May 17, 1966	Bob Dylan	Live 1966 "The Royal Albert Hall Concert" The Bootleg Series Vol. 4
One Too Many Mornings - Live at Free Trade Hall, Manchester, UK - May 17, 1966	Bob Dylan	Live 1966 "The Royal Albert Hall Concert" The Bootleg Series Vol. 4
Like a Rolling Stone - Live at Free Trade Hall, Manchester, UK - May 17, 1966	Bob Dylan	Live 1966 "The Royal Albert Hall Concert" The Bootleg Series Vol. 4
Weekend in the Dust	David Byrne, St. Vincent	Love This Giant
Sometimes - Remastered Version	My Bloody Valentine	Loveless
Terrapin	Syd Barrett	The Madcap Laughs
Slow Disco	St. Vincent	MASSEDUCTION
La javanaise	Serge Gainsbourg	N°4
Another Girl, Another Planet - 2008 re-mastered version	The Only Ones	The Only Ones
Lola	The Raincoats	The Raincoats
Rhythm Nation	Janet Jackson	Rhythm Nation
Miss You Much	Janet Jackson	Rhythm Nation
Love Will Never Do (Without You)	Janet Jackson	Rhythm Nation
It's Raining Today	Scott Walker	Scott 3
30 Century Man	Scott Walker	Scott 3
The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime)	Scott Walker	Scott 4
Dilettante	St. Vincent	Strange Mercy
Fare Thee Well, Miss Carousel	Townes Van Zandt	Townes Van Zandt
Year of the Cat	Al Stewart	Year Of The Cat
All the Things You Are	Charlie Parker	All the Things You Are
Yardbird Suite - 2003 Remastered Version	Charlie Parker	And Friends
Générique - BOF "Ascenseur pour l'échafaud","Miles Davis	Ascenseur Pour L'Echafaud	1
Symphony No.5 In C Minor, Op.67: II. Andante con moto	Ludwig van Beethoven, Herbert von Karajan, Berliner Philharmoniker	Beethoven: Symphonies Nos. 5 & 7 - Herbert von Karajan, Berliner Philharmoniker
It Ain't Me, Babe - Live at Philharmonic Hall, New York, NY - October 1964	Bob Dylan, Joan Baez	The Bootleg Volume 6: Bob Dylan Live 1964 - Concert At Philharmonic Hall
Midnight, the Stars and You	Al Bowlly	Britain's First Pop Star - The Best of Al Bowlly
Love Is All	Roger Glover, Ronnie James Dio	The Butterfly Ball and the Grasshopper's Feast
India Song - BOF India Song	Jeanne Moreau	Chanson française
Baker Street	Gerry Rafferty	City To City
The Gypsy (07-29-46)	Charlie Parker	Complete Jazz Series 1945 - 1947
Wind Of Change	Scorpions	Crazy World
Venus As a Boy	Björk	Debut
Like Someone in Love	Björk	Debut
Violently Happy	Björk	Debut
The Anchor Song	Björk	Debut
Heartbeats	The Knife	Deep Cuts
You Take My Breath Away	The Knife	Deep Cuts
What a Wonderful World	Joey Ramone	Don't Worry About Me
Mad World	Tears For Fears	The Hurting
Libertango	Grace Jones	Hôtel Costes
Fuck You	Lily Allen	It's Not Me, It's You
I Love The Sound Of Breaking Glass	Nick Lowe	Jesus of Cool (Reissue)
Modern Love - 1999 Remaster	David Bowie	Let's Dance (1999 Remaster)
The Letter	The Box Tops	The Letter/Neon Rainbow
Night Boat to Cairo	Madness	One Step Beyond...
Gone Daddy Gone	Violent Femmes	Permanent Record: The Very Best Of The Violent Femmes (GH)
La vie en rose	Grace Jones	Portfolio
Tosca / Act 3: "E lucevan le stelle","Giacomo Puccini, José Carreras, Berliner Philharmoniker, Herbert von Karajan	Puccini: Tosca	2
Shout	Tears For Fears	Songs From The Big Chair (Deluxe)
Vier letzte Lieder, TrV 296: 4. Im Abendrot	Richard Strauss, Jessye Norman, Gewandhausorchester Leipzig, Kurt Masur	Strauss, R.: Four Last Songs, etc.
A Lady of a Certain Age	The Divine Comedy	Victory For The Comic Muse
Hunting for Witches	Bloc Party	A Weekend In the City
Here She Comes Now	The Velvet Underground	White Light / White Heat
The Only Living Boy in New York - 2013 Remaster	Everything But The Girl	Worldwide (Deluxe Edition)
Whole Wide World	Wreckless Eric	Wreckless Eric
Do You Realize??	The Flaming Lips	Yoshimi Battles The Pink Robots (U.S. Version)
Satellite Of Love	Lou Reed	Adventureland
Crimson and Clover	Tommy James & The Shondells	Anthology
Bela Lugosi's Dead	Bauhaus	Bauhaus - 1979-1983 Volume One
Violin Concerto In D, Op.61: 1. Allegro ma non troppo	Ludwig van Beethoven, Anne-Sophie Mutter, Berliner Philharmoniker, Herbert von Karajan	Beethoven: Violin Concerto
Idiot Wind	Bob Dylan	Blood On The Tracks
Shelter from the Storm	Bob Dylan	Blood On The Tracks
Hungarian Dance No.5 In G Minor, WoO 1 No. 5	Johannes Brahms, Wiener Philharmoniker, Claudio Abbado	Brahms: 21 Hungarian Dances
Love and Mercy - Remastered	Brian Wilson	Brian Wilson
Cat People (Putting Out Fire)	Giorgio Moroder, David Bowie	Cat People (Soundtrack)
Je ne peux plus dire ''je t'aime''	Jacques Higelin	Champagne pour tout le monde, caviar pour les autres
Nocturne No.2 en Fa-dièse Majeur, Op 15	Frédéric Chopin, Luis Fernando Pérez	Chopin: Nocturnes (Volume 1)
Rise Above	Black Flag	Damaged
TV Party	Black Flag	Damaged
Long Cool Woman (In a Black Dress) - 1999 Remaster	The Hollies	Distant Light (Expanded Edition)
L'anamour	Serge Gainsbourg	Double Best Of - Comme Un Boomerang
IDGAF	Dua Lipa	Dua Lipa (Deluxe)
7 Heure Du Mat	Jacqueline Taieb	The French Mademoiselle
Look At What The Light Did Now	Flo Morrissey	Gentlewoman, Ruby Man
Little Green Bag	George Baker Selection	Golden Years Of Dutch Pop Music
Oblivious	Aztec Camera	High Land, Hard Rain
Maledetta primavera	Loretta Goggi	I Grandi Successi: Loretta Goggi
These Days	St. Vincent	Jesus Saves, I Spend
Crucify Your Mind	Rodríguez	Late Night Tales: Midlake (Sampler)
Somewhere in My Heart	Aztec Camera	Love
Los Ageless	St. Vincent	MASSEDUCTION
New York	St. Vincent	MASSEDUCTION
Sexx Laws	Beck	Midnite Vultures
Mon manège à moi	Étienne Daho	Mon Manège À Moi
Smells Like Teen Spirit	Nirvana	Nevermind (Deluxe Edition)
Come As You Are	Nirvana	Nevermind (Deluxe Edition)
Tainted Love	Soft Cell	Non-Stop Erotic Cabaret
Ain't Got No - I Got Life (From the musical production "Hair") - Remastered	Nina Simone	'Nuff Said
Enola Gay - Remastered	Orchestral Manoeuvres In The Dark	Organisation
Psyche Rock - Malpaso Mix By Fatboy Slim	Pierre Henry, Michel Colombier	Pierre Henry - Métamorphose-Messe pour le temps présent
Ca plane pour moi	Plastic Bertrand	Plastic Bertrand
(I've Had) The Time of My Life - From "Dirty Dancing" Soundtrack	Bill Medley, Jennifer Warnes	Platinum & Gold Collection
I Love Rock 'n' Roll	The Black Jets	ReCovered Hits Volume 2
Il meglio di me	Claver Gold, Rancore	Requiem
Cherry Bomb	The Runaways	The Runaways
Sex & Drugs & Rock & Roll	Ian Dury & The Blockheads	Sex&Drugs&Rock&Roll - The Essential Collection
Jazz Suite No. 2: VI. Waltz 2	Dmitri Shostakovich, Russian State Symphony Orchestra, Dmitry Yablonsky	Shostakovich: Jazz Suites Nos. 1 - 2 / The Bolt / Tahiti Trot
Cruel	St. Vincent	Strange Mercy
Sunny	Bobby Hebb	Sunny
Piano Concerto No. 1 in B-Flat Minor, Op. 23, TH. 55: 1. Allegro non troppo e molto maestoso - Allegro con spirito - Live at Philharmonie, Berlin	Pyotr Ilyich Tchaikovsky, Evgeny Kissin, Berliner Philharmoniker, Herbert von Karajan	Tchaikovsky: Piano Concerto No.1
Even Flow	Pearl Jam	Ten
Alive	Pearl Jam	Ten
Sila	A Tribe Called Red, Tanya Tagaq	Thoroughbreds (Original Motion Picture Soundtrack)
Personal Jesus	Depeche Mode	Violator (Deluxe)
Tainted Love	Gloria Jones	Vixen
Modern Girl	Sleater-Kinney	The Woods
Shocking You	Shocking Blue	3rd Album
Love Sweet Love	Shocking Blue	3rd Album
Touch-A, Touch-A, Touch Me	Susan Sarandon, Tim Curry, Barry Bostwick, Meat Loaf, Richard O'Brien	Absolute Treasures - The Rocky Horror Picture Show Complete Soundtrack From The Original Movie
Venus	Shocking Blue	At Home
Summertime	The Zombies	Begin Here
Bellini: Norma, Act 1: Casta diva (Norma, Chorus)	Vincenzo Bellini, Maria Callas, Orchestra Del Teatro Alla Scala, Milano, Tullio Serafin, Dino Olivieri, Coro Del Teatro Alla Scala Di Milano, Vittore Veneziani	Bellini: Norma (1954 - Serafin) - Callas Remastered
Laisse tomber les filles	France Gall	Best Of
The Beat Goes On - Live At Chez Club, Hollywood/1966/Remix	Buddy Rich Big Band	Big Swing Face (Live)
The Beat Goes On - Live At The Chez Club, Hollywood/1967	Buddy Rich Big Band	Blue Break Beats Vol. 4
Sugarman	David Holmes presents The Free Association	David Holmes presents The Free Association
Monotonie	Ideal	Der Ernst des Lebens
Sour Times	Portishead	Dummy (Non UK Version)
Facciamo un compromesso	Edoardo Bennato	Edoardo Bennato - All the Best
Eleonore	The Bony King of Nowhere	Eleonore
Evening Side - Oneohtrix Point Never Edit	Four Tet, Oneohtrix Point Never	Evening Side (Oneohtrix Point Never Edit)
Quello che non ho	Fabrizio De André	Fabrizio De André (Indiano)
Always See Your Face	Love	Four Sail (Expanded Edition)
Les passantes	Georges Brassens	Georges Brassens N°13
Good Time	Oneohtrix Point Never	Good Time Original Motion Picture Soundtrack
The Universal - 2012 Remaster	Blur	The Great Escape [Special Edition]
Beautiful Tango - Remastered Version	Hindi Zahra	Handmade [New Version - Includes Bonus]
Changes - 2015 Remaster	David Bowie	Hunky Dory (2015 Remastered Version)
In Dreams	Roy Orbison	In Dreams
Everybody's got to learn sometime (orginal demo)	James Warren	Jim's Easy Listening Album
Daydream	Wallace Collection	Laughing Cavalier
Petite Fleur	Sidney Bechet	Les Années Bechet
Driving Away From Home (Jim's Tune)	It's Immaterial	Life's Hard And Then You Die
E Ti Vengo A Cercare	C.S.I.	Linea Gotica
Si Va Via	Jovanotti	Lorenzo 1994
A Love Supreme, Pt. I – Acknowledgement	John Coltrane	A Love Supreme
Il Cielo In Una Stanza	Mike Patton	Mondo Cane
Lujon	Henry Mancini	Mr. Lucky + Mr. Lucky Goes Latin
To You - Remastered	I Am Kloot	Natural History (Deluxe Version Remastered)
Oh No	Andrew Bird	Noble Beast
Mysteries - 1	Beth Gibbons, Rustin Man	Out Of Season
Also Sprach Zarathustra	Deodato	Prelude (CTI Records 40th Anniversary Edition)
The Boy with the Thorn in His Side - 2011 Remaster	The Smiths	The Queen Is Dead
The Court of the Crimson King	King Crimson	Radical Action To Unseat the Hold of Monkey Mind (Live)
Misread	Kings of Convenience	Riot On An Empty Street
Science Fiction/Double Feature	Richard O'Brien	The Rocky Horror Picture Show - Original Soundtrack
Time Warp	Little Nell, Patricia Quinn, Richard O'Brien	The Rocky Horror Picture Show - Original Soundtrack
Sweet Transvestite	Tim Curry	The Rocky Horror Picture Show - Original Soundtrack
Hot Patootie - Bless My Soul	Meat Loaf	The Rocky Horror Picture Show - Original Soundtrack
Runaway	Del Shannon	Runaway: The Very Best Of Del Shannon
Four to the Floor	Starsailor	Silence Is Easy
Il Colonnello	Lucio Dalla	Storie Di Casa Mia
Temptation	New Order	Trainspotting (Original Motion Picture Soundtrack)
In fila per tre	Edoardo Bennato	Un'ora con...
Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster	Eric Clapton	Unplugged (Deluxe Edition)
Let The Sunshine In	Galt MacDermot	Up From The Basement - Unreleased Tracks - Volumes 1 & 2
I Wanna Be Yours	John Cooper Clarke	The Very Best Of
Ain't Necessarily So	Bronski Beat	The Very Best Of Jimmy Somerville, Bronski Beat And The Communards
Good Times - Mono Version	Eric Burdon & the Animals	Winds Of Change (Mono Version)
The Worker	Fischer-Z	Word Salad
Waltz #2 (XO)	Elliott Smith	XO
Come Home	Amatorski	Come Home
Don't Let It Bring You Down - 2009 Remaster	Neil Young	After the Gold Rush (2009 Remaster)
Smalltown Boy	Bronski Beat	The Age Of Consent
My Mistakes Were Made For You	The Last Shadow Puppets	The Age Of The Understatement
All the Young Dudes - David Bowie & Ian Hunter Vocal	Mott The Hoople	All The Young Dudes (Expanded Edition)
Heart Of The Matter	The Libertines	Anthems For Doomed Youth (Deluxe)
Man On The Moon	R.E.M.	Automatic For The People
Suite No. 3 in C Dur, BWV 1009: I. Prelude	Johann Sebastian Bach, Pieter Wispelwey	Bach: Suites for Cello Solo
When Your Lover Has Gone	Ben Webster, Oscar Peterson	Ben Webster Meets Oscar Peterson
Angie - 2015 Remaster	Bert Jansch	Bert Jansch
Spring, Summer, Winter And Fall	Aphrodite's Child	Best Of
Midnight Cowboy	John Barry	Best Of
(Si, Si) Je Suis Un Rock Star	Bill Wyman	Bill Wyman
Moon River(Vocal Audrey Hepburn)	Henry Mancini	Breakfast At Tiffany's (50th Anniversary Edition)
